S. No.,Student Name,Student Email id,First Login Date,Active Status,Gender,Institute Name,Institute City,Institute State,Grade,Volunteer
4504,Umap Sushant Sumant,sushantumap1234@gmail.com,10-04-2022,FALSE,Male,XYZ School Of Law,Nagpur,Maharashtra,Professional,TRUE
4505,Vaidya Ashish Sunil,ashuvaidya2003@gmail.com,16-02-2022,FALSE,Male,XYZ Public School,Visakhapatnam,Andhra Pradesh,Grade 6-8,FALSE
4506,Vrushabh Kishor Annadate,annadatevrushabh@gmail.com,27-10-2022,TRUE,Male,XYZ School Of Commerce,Patna,Bihar,Others,FALSE
4507,Wale Nilesh Vijaykumar,nileshwale01648@gmail.com,27-07-2022,FALSE,Male,XYZ School Of Law,Ludhiana,Punjab,Professional,TRUE
4508,Chaware Yash Kiran,yashchawsre123@gmail.com,03-07-2022,FALSE,Male,XYZ School Of Commerce,Agra,Uttar Pradesh,Professional,FALSE
4509,Adagale Priti Gourishankar,pritiadagale19@gmail.com,18-03-2022,TRUE,Female,XYZ School Of Management Studies,Meerut,Uttar Pradesh,Professional,FALSE
4510,Boini Mounika Mogulaiah,mounikaboini22@gmail.com,09-05-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Rajkot,Gujarat,Graduate,TRUE
4511,Channa Shrushti Tulshidas,shrushtichanna11@gmail.com,07-03-2022,FALSE,Female,XYZ School Of Law,Varanasi,Uttar Pradesh,Professional,FALSE
4512,Jain Shraiyansh Sumil,shraiyanshbhai@gmail.com,21-02-2022,TRUE,Male,XYZ School Of Applied Sciences And Research,Aurangabad,Maharashtra,Postgraduate,TRUE
4513,Jangada Ayush Jeetendra,ayushjangada3@gmail.com,06-04-2022,TRUE,Male,XYZ School Of Engineering,Solapur,Maharashtra,Professional,TRUE
4514,Jogiji Nandni Virendrakumar,nandnijogiji15@gmail.com,10-09-2022,TRUE,Female,XYZ Pu College,Thane,Maharashtra,Grade 8-12,TRUE
4515,Konasirasgi Pushkar Sunil,krish1234pk@gmail.com,23-06-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Bhopal,Madhya Pradesh,Graduate,FALSE
4516,Dhonde Akshata Deepak,akshatadhonde19@gmail.com,07-04-2022,TRUE,Female,XYZ Public School,Ghaziabad,Uttar Pradesh,Grade 8-12,TRUE
4517,Dhuttargaonkar Rajnandini Mallikarjun,dhuttargaonkarrajnandini@gmail.com,23-06-2022,FALSE,Female,XYZ School Of Engineering,Jalandhar,Punjab,Graduate,TRUE
4518,Sayyed Arshiya Mohammed Aslam,arshiya10001@gmail.com,06-10-2022,FALSE,Female,XYZ Public School,Jodhpur,Rajasthan,Grade 8-12,TRUE
4519,Sathe Sakshi Pravin,sakshisathe404@gmail.com,07-06-2022,TRUE,Female,XYZ School Of Commerce,Gwalior,Madhya Pradesh,Postgraduate,FALSE
4520,Patil Sumant Suresh,sumantpatil49@gmail.com,20-10-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Dhanbad,Jharkhand,Graduate,FALSE
4521,Desai Rucha Sachin,ruchadesai2001@gmail.com,01-10-2022,FALSE,Female,XYZ Pu College,Amritsar,Punjab,Graduate,TRUE
4522,Doshi Chirag Vinay,chiragdoshi12345@gmail.com,21-07-2022,TRUE,Male,XYZ School Of Applied Sciences And Research,Raipur,Chhattisgarh,Graduate,TRUE
4523,Ghodke Akanksha Prashant,ghodkeakanksha55@gmail.com,07-03-2022,TRUE,Female,XYZ School Of Law,Allahabad,Uttar Pradesh,Professional,TRUE
4524,Kothari Siddhant Sachin,siddhantkothari076@gmail.com,18-08-2022,FALSE,Male,XYZ Pu College,Howrah,West Bengal,Grade 8-12,FALSE
4525,Kothari Aditi Rajesh,kothariaditi57@gmail.com,02-07-2022,FALSE,Female,XYZ School Of Engineering,Ranchi,Jharkhand,Postgraduate,FALSE
4526,Patil Apeksha Kuber,apeksha.patil207@gmail.com,10-07-2022,FALSE,Female,XYZ Public School,Coimbatore,Tamil Nadu,Grade 6-8,TRUE
4527,Doshi Saloni Sanjay,doshisaloni108@gmail.com,30-06-2022,TRUE,Female,XYZ School Of Architecture,Thiruvananthapuram,Kerala,Professional,FALSE
4528,Dure Vaishnavi Dipak,durevaishnavi@gmail.com,07-07-2022,TRUE,Female,XYZ School Of Architecture,Dehradun,Uttarakhand,Graduate,FALSE
4529,Goli Darshana Govardhan,golidarshana@gmail.com,05-07-2022,TRUE,Female,XYZ School Of Commerce,Mumbai,Maharashtra,Others,TRUE
4530,Rajmane Pranjali Prabhuling,pranjalirajmane@gmail.com,26-03-2022,TRUE,Female,XYZ School Of Commerce,Delhi,Delhi,Professional,FALSE
4531,Deodhare Shreyas Sanjay,shreyasdeodhare18@gmail.com,27-05-2022,TRUE,Male,XYZ Public School,Bengaluru,Karnataka,Grade 6-8,TRUE
4532,Gaikwad Kushal Sanjay,kushalgaikwad140@gmail.com,11-08-2022,TRUE,Male,XYZ Pu College,Kolkata,West Bengal,Postgraduate,FALSE
4533,Gangwal Mitali Jeevandhar,gangwalmitali9@gmail.com,04-07-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Chennai,Tamil Nadu,Others,FALSE
4534,Jain Akarsha Surendra Kumar,akarshajain888@gmail.com,19-06-2022,FALSE,Female,XYZ School Of Commerce,Hyderabad,Telangana,Graduate,TRUE
4535,Annadate Shraddha Vikas,shraddhav1804@gmail.com,19-03-2022,FALSE,Female,XYZ Public School,Ahmedabad,Gujarat,Grade 6-8,FALSE
4536,Dhirawat Kavish Vikas,kavishdhirawat09@gmail.com,07-06-2022,FALSE,Male,XYZ Public School,Pune,Maharashtra,Grade 6-8,TRUE
4537,Narale Dnyaneshwari Babasaheb,dnyaneshwarinaraleo@gmail.com,04-05-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Surat,Gujarat,Postgraduate,FALSE
4538,Kudalkar Durgesh Kiran,dkudalkarsr2j@gmail.com,16-03-2022,FALSE,Male,XYZ Pu College,Jaipur,Rajasthan,Postgraduate,TRUE
4539,Lade Mitali Anand,mitalilade2001@gmail.com,25-06-2022,TRUE,Female,XYZ Pu College,Kanpur,Uttar Pradesh,Grade 8-12,TRUE
4540,Lohade Varun Lalit,varunlohade@gmail.com,30-04-2022,TRUE,Male,XYZ School Of Lifeskills,Nagpur,Maharashtra,Others,TRUE
4541,Joshi Akshita Virendra,joshiakki321@gmail.com,08-02-2022,FALSE,Female,XYZ School Of Engineering,Visakhapatnam,Andhra Pradesh,Graduate,TRUE
4542,Gone Sandeep Santosh,sandeepgone2001@gmail.com,06-06-2022,TRUE,Male,XYZ School Of Management Studies,Patna,Bihar,Professional,TRUE
4543,Madrap Anekant Pradip,anekant.madrap07@gmail.com,21-08-2022,FALSE,Male,XYZ Pu College,Ludhiana,Punjab,Others,TRUE
4544,Kurapati Ritika Balaji,ritikakurapati2001@gmail.com,02-08-2022,FALSE,Female,XYZ Pu College,Agra,Uttar Pradesh,Grade 8-12,TRUE
4545,Dandi Priyanka Anil,padandi005@gmail.com,31-08-2022,FALSE,Female,XYZ School Of Commerce,Nashik,Maharashtra,Postgraduate,TRUE
4546,Ajanalkar Ankur Mallappa,ankurajnlkr@gmail.com,11-06-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Rajkot,Gujarat,Graduate,FALSE
4547,Ajmera Vipul Sanjaykumar,ajmeravipul1008@gmai.com,01-09-2022,TRUE,Male,XYZ Public School,Varanasi,Uttar Pradesh,Grade 8-12,TRUE
4548,Aurade Ziyaasim Daoud,ziyaasim0011@gmail.com,31-08-2022,FALSE,Male,XYZ School Of Lifeskills,Srinagar,Jammu and Kashmir,Graduate,FALSE
4549,Aitawade Kunal Dhanchandra,kunalaitavade2000@gmail.com,19-09-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Aurangabad,Maharashtra,Graduate,FALSE
4550,Kognole Darshan Shashikant,darshankognole001@gmail.com,15-08-2022,TRUE,Male,XYZ Public School,Solapur,Maharashtra,Grade 6-8,FALSE
4551,Purwat Samiksha Sandeep,samikshapurwat21@gmail.com,04-07-2022,FALSE,Female,XYZ School Of Architecture,Bhopal,Madhya Pradesh,Graduate,FALSE
4552,Patil Rutuja Raosaheb,rutujapatil06062001@gmail.com,18-04-2022,FALSE,Female,XYZ School Of Management Studies,Ghaziabad,Uttar Pradesh,Professional,FALSE
4553,Jamakhandi Shraddha Sangappa,jamakhandishraddha25@gmail.com,11-06-2022,TRUE,Female,XYZ School Of Architecture,Jalandhar,Punjab,Graduate,TRUE
4554,Kalshetti Snehal Chidanand,snehalkalshetti179@gmail.com,12-09-2022,TRUE,Female,XYZ School Of Commerce,Vijayawada,Andhra Pradesh,Professional,FALSE
4555,Madas Bhavana Shrihari,bhavanam282@gmail.com,25-08-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Gwalior,Madhya Pradesh,Graduate,FALSE
4556,Chougule Sanket Nitin,sanket07chougule@gmail.com,07-07-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Dhanbad,Jharkhand,Others,FALSE
4557,Jain Swaraj Surendrakumar,swarajjain7031@gmail.com,16-10-2022,TRUE,Male,XYZ School Of Architecture,Amritsar,Punjab,Professional,TRUE
4558,Ekansh Jain,ekanshjain1192@gmail.com,07-07-2022,TRUE,Male,XYZ School Of Commerce,Raipur,Chhattisgarh,Graduate,TRUE
4559,Gugale Aditi Mahesh,aditigugale@gmail.com,30-09-2022,FALSE,Female,XYZ School Of Architecture,Ranchi,Jharkhand,Professional,TRUE
4560,Jain Ayush Arvind,jainaashu0701@gmail.com,25-03-2022,FALSE,Male,XYZ School Of Law,Coimbatore,Tamil Nadu,Professional,FALSE
4561,Prathvi  Puthran,prathviputhran@gmail.com,22-09-2022,TRUE,Male,XYZ Public School,Guwahati,Assam,Grade 8-12,FALSE
4562,Preetam Patil,preetamp@gmail.com,28-04-2022,TRUE,Male,XYZ Pu College,Chandigarh,Chandigarh,Grade 8-12,TRUE
4563,Preetham Kolli,preethamkolli@gmail.com,12-07-2022,FALSE,Male,XYZ School Of Lifeskills,Lucknow,Uttar Pradesh,Graduate,FALSE
4564,Prem Gowda,premgowda12@gmail.com,08-06-2022,FALSE,Male,XYZ School Of Commerce,Kanpur,Uttar Pradesh,Postgraduate,TRUE
4565,Pujith Bansal,pujit09bansal@gmail.com,30-03-2022,TRUE,Male,XYZ School Of Applied Sciences And Research,Nagpur,Maharashtra,Graduate,FALSE
4566,Dhanush Rajmane,rajmanedhanshu@gmail.com,19-03-2022,TRUE,Male,XYZ Public School,Visakhapatnam,Andhra Pradesh,Grade 8-12,FALSE
4567,Varun Shah,varuunshah35@gmail.com,23-02-2022,TRUE,Male,XYZ Public School,Patna,Bihar,Grade 6-8,TRUE
4568,Rahul Patni,rahulp@gmail.com,22-02-2022,FALSE,Male,XYZ Public School,Ludhiana,Punjab,Grade 6-8,FALSE
4569,Rahul Raj,rahulraj@gmail.com,22-10-2022,TRUE,Male,XYZ School Of Architecture,Agra,Uttar Pradesh,Postgraduate,FALSE
4570,Rakesh Nimani,nimanir12@gmail.com,01-04-2022,FALSE,Male,XYZ School Of Management Studies,Nashik,Maharashtra,Professional,FALSE
4571,Rakesh Jadhav,rakeshjadhav@gmail.com,17-10-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Meerut,Uttar Pradesh,Graduate,FALSE
4572,Rakshith Rampal,rakshithrampal@gmail.com,14-03-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Rajkot,Gujarat,Graduate,FALSE
4573,Rishiv Narang,narangrishi@gmail.com,28-09-2022,TRUE,Male,XYZ Pu College,Varanasi,Uttar Pradesh,Grade 8-12,TRUE
4574,Riteesh Ahuja,riteeshahuja@gmail.com,19-06-2022,FALSE,Male,XYZ Public School,Srinagar,Jammu and Kashmir,Grade 8-12,FALSE
4575,Rithesh Rao,rao2rithesh@gmail.com,07-10-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Aurangabad,Maharashtra,Professional,FALSE
4576,Rohit Kumar,rohitkumar1111@gmail.com,23-08-2022,TRUE,Male,XYZ School Of Lifeskills,Solapur,Maharashtra,Others,FALSE
4577,Rohit Mahendrakar,rohitm210@gmail.com,27-07-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Thane,Maharashtra,Others,TRUE
4578,Ronit Bangard,bangardronit@gmail.com,06-03-2022,TRUE,Male,XYZ Public School,Ghaziabad,Uttar Pradesh,Grade 8-12,TRUE
4579,Roshan Goenka,roshangoenka@gmail.com,20-04-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Jalandhar,Punjab,Graduate,FALSE
4580,Ramesh Pasare,pasareramesh@gmail.com,31-07-2022,TRUE,Male,XYZ School Of Law,Vijayawada,Andhra Pradesh,Professional,FALSE
4581,Kaustubh Rao,raokaustubh4445@gmail.com,28-10-2022,TRUE,Male,XYZ School Of Lifeskills,Jodhpur,Rajasthan,Postgraduate,TRUE
4582,Pooja Iyer,iyerpooja@gmail.com,20-06-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Gwalior,Madhya Pradesh,Graduate,TRUE
4583,Sanjith Sakhare,sanjithsakhare@gmail.com,21-05-2022,TRUE,Male,XYZ School Of Lifeskills,Dhanbad,Jharkhand,Others,FALSE
4584,Swaroop Bharadwaj,swaroopbharadwajj@gmail.com,25-10-2022,TRUE,Male,XYZ School Of Law,Amritsar,Punjab,Graduate,TRUE
4585,Ganesh Ankad,ankadganesh7777@gmail.com,26-06-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Raipur,Chhattisgarh,Graduate,TRUE
4586,Pranav Dhani,dhani9pranav@gmail.com,27-08-2022,TRUE,Male,XYZ School Of Lifeskills,Allahabad,Uttar Pradesh,Graduate,TRUE
4587,Sakshi Shah,sakshiishah@gmail.com,14-07-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Howrah,West Bengal,Others,FALSE
4588,Sakshi Hanamshetti,sakshihanamshetti@gmail.com,06-04-2022,TRUE,Female,XYZ Pu College,Ranchi,Jharkhand,Grade 8-12,FALSE
4589,Samhitha Dev,devsamhitha@gmail.com,03-07-2022,FALSE,Female,XYZ School Of Law,Coimbatore,Tamil Nadu,Graduate,TRUE
4590,Sanskar Shah,sanskarshah87@gmail.com,05-06-2022,FALSE,Male,XYZ Public School,Guwahati,Assam,Grade 6-8,FALSE
4591,Sayan Saha,sayanshah@gmail.com,19-07-2022,FALSE,Male,XYZ School Of Architecture,Chandigarh,Chandigarh,Professional,TRUE
4592,Shakthi Sinha,shakthisinhaa@gmail.com,14-06-2022,TRUE,Female,XYZ School Of Architecture,Thiruvananthapuram,Kerala,Postgraduate,TRUE
4593,Sharwari Mahajan,sharwarimahajan6@gmail.com,22-03-2022,TRUE,Female,XYZ School Of Law,Dehradun,Uttarakhand,Postgraduate,TRUE
4594,Shashanka Choube,choubeshashanka@gmail.com,27-02-2022,FALSE,Female,XYZ School Of Engineering,Mumbai,Maharashtra,Postgraduate,FALSE
4595,Shashvat  Rai,shashvatrai@gmail.com,17-04-2022,FALSE,Male,XYZ Pu College,Delhi,Delhi,Grade 8-12,FALSE
4596,Shatakshi Upadhyaya,shatakshiu@gmail.com,11-04-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Kolkata,West Bengal,Others,FALSE
4597,Shine Polabadi,shinepolabadi@gmail.com,16-05-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Chennai,Tamil Nadu,Graduate,FALSE
4598,Shivam Chopra,shivanchopra55@gmail.com,10-09-2022,TRUE,Male,XYZ School Of Commerce,Hyderabad,Telangana,Graduate,TRUE
4599,Shraddha Khanapur,shraddha98@gmail.com,31-07-2022,TRUE,Female,XYZ Pu College,Ahmedabad,Gujarat,Others,FALSE
4600,Shreeya Dulange,shreeyadulange21@gmail.com,12-09-2022,TRUE,Female,XYZ School Of Engineering,Pune,Maharashtra,Professional,TRUE
4601,Shreyas Cholke,shreyascholke@gmail.com,28-09-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Surat,Gujarat,Graduate,FALSE
4602,Shreyas Jain,jainshreyash@gmail.com,30-07-2022,TRUE,Male,XYZ School Of Commerce,Jaipur,Rajasthan,Graduate,FALSE
4603,Shreyas Sharma,shrama8shreyash@gmail.com,28-08-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Lucknow,Uttar Pradesh,Graduate,TRUE
4604,Shubham Potadar,shubhampotadar@gmail.com,19-09-2022,TRUE,Male,XYZ School Of Engineering,Kanpur,Uttar Pradesh,Postgraduate,FALSE
4605,Shubham Konapure,shubhamk@gmail.com,16-05-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Nagpur,Maharashtra,Postgraduate,TRUE
4606,Vivekananda Reddy,reddyvivek@gmail.com,28-06-2022,FALSE,Male,XYZ School Of Lifeskills,Visakhapatnam,Andhra Pradesh,Graduate,TRUE
4607,Siri Prahlad,siriprahlad@gmail.com,01-08-2022,FALSE,Male,XYZ Pu College,Patna,Bihar,Grade 8-12,TRUE
4608,Spoorthi Udupa,spoorthiudupa@gmail.com,22-08-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Ludhiana,Punjab,Postgraduate,TRUE
4609,Devi Naik,devinaik8@gmail.com,19-07-2022,FALSE,Female,XYZ Pu College,Agra,Uttar Pradesh,Others,FALSE
4610,Sudhesh Madan,sudheshmadan@gmail.com,12-10-2022,TRUE,Male,XYZ School Of Commerce,Nashik,Maharashtra,Graduate,FALSE
4611,Sunil Pinto,ointasunil@gmail.com,08-06-2022,FALSE,Male,XYZ Public School,Meerut,Uttar Pradesh,Grade 8-12,FALSE
4612,Sushanth Soma,somas@gmail.com,25-03-2022,TRUE,Male,XYZ School Of Lifeskills,Rajkot,Gujarat,Postgraduate,TRUE
4613,Shraddha Trishul,shraddhatrishul@gmail.com,25-03-2022,FALSE,Female,XYZ School Of Lifeskills,Varanasi,Uttar Pradesh,Professional,TRUE
4614,Pragathi Yeldi,yeldipragathi@gmail.com,26-07-2022,TRUE,Female,XYZ Pu College,Aurangabad,Maharashtra,Professional,TRUE
4615,Shabeena Ansari,ansarishabeena@gmail.com,05-03-2022,TRUE,Female,XYZ School Of Management Studies,Solapur,Maharashtra,Professional,TRUE
4616,Parameshwar Birajdar,birajdarparameshwar@gmail.com,05-06-2022,TRUE,Male,XYZ Public School,Thane,Maharashtra,Grade 6-8,TRUE
4617,Raghavendra Kurdekar,kurdekarraghavendra@gmail.com,13-07-2022,FALSE,Male,XYZ Public School,Bhopal,Madhya Pradesh,Grade 6-8,FALSE
4618,Rakesh Shastri,shastrirakesh@gmail.com,27-03-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Ghaziabad,Uttar Pradesh,Graduate,FALSE
4619,Rakshitha Govind,govindrakshitha@gmail.com,28-06-2022,FALSE,Female,XYZ School Of Law,Jalandhar,Punjab,Professional,FALSE
4620,Nishant Shastri,shastrinishant@gmail.com,23-04-2022,TRUE,Male,XYZ School Of Management Studies,Vijayawada,Andhra Pradesh,Professional,TRUE
4621,Dipika Kakkar,kakkardipika@gmail.com,11-02-2022,FALSE,Male,XYZ Public School,Jodhpur,Rajasthan,Grade 6-8,TRUE
4622,Pruthvi Birajdar,birajdarpruthvi@gmail.com,27-10-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Gwalior,Madhya Pradesh,Graduate,TRUE
4623,Yash Umbarje,umbarjeyash@gmail.com,22-10-2022,FALSE,Male,XYZ School Of Management Studies,Dhanbad,Jharkhand,Professional,TRUE
4624,Nikita Zingade,zingadenikita@gmail.com,10-05-2022,TRUE,Female,XYZ School Of Commerce,Amritsar,Punjab,Postgraduate,TRUE
4625,Dipak Kale,kaledipak@gmail.com,17-04-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Raipur,Chhattisgarh,Professional,FALSE
4626,Nandini Ransube,ransubenandini@gmail.com,10-04-2022,TRUE,Female,XYZ School Of Lifeskills,Allahabad,Uttar Pradesh,Postgraduate,FALSE
4627,Skashi Mane,maneskashi@gmail.com,27-06-2022,FALSE,Female,XYZ School Of Engineering,Howrah,West Bengal,Others,TRUE
4628,Avdhoot Vedpathak,vedpathakavdhoot@gmail.com,27-07-2022,FALSE,Male,XYZ Public School,Ranchi,Jharkhand,Grade 8-12,FALSE
4629,Shubham Adki,adkishubham@gmail.com,08-03-2022,TRUE,Male,XYZ Public School,Coimbatore,Tamil Nadu,Grade 8-12,TRUE
4630,Isha Mekale,mekaleisha@gmail.com,06-08-2022,TRUE,Female,XYZ Pu College,Guwahati,Assam,Grade 8-12,TRUE
4631,Naynesh Rupnur,rupnurnaynesh@gmail.com,10-09-2022,TRUE,Male,XYZ Public School,Chandigarh,Chandigarh,Grade 6-8,TRUE
4632,Ashok Pujari,pujariashok@gmail.com,16-10-2022,FALSE,Male,XYZ Public School,Dehradun,Uttarakhand,Grade 6-8,TRUE
4633,Sanket Bandgar,bandgarsanket@gmail.com,20-09-2022,TRUE,Male,XYZ School Of Management Studies,Mumbai,Maharashtra,Postgraduate,FALSE
4634,Shivraj Dulange,dulangeshivraj@gmail.com,11-04-2022,TRUE,Male,XYZ School Of Lifeskills,Delhi,Delhi,Postgraduate,TRUE
4635,Abhishek Upadhye,upadhyeabhishek@gmail.com,08-05-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Bengaluru,Karnataka,Graduate,TRUE
4636,Mitali Anand Lade,ladeanandmitali@gmail.com,31-08-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Kolkata,West Bengal,Graduate,TRUE
4637,Chinmay Annadate,annadatechinmay@gmail.com,23-03-2022,TRUE,Male,XYZ School Of Architecture,Chennai,Tamil Nadu,Professional,TRUE
4638,Aryan jain,jainaryan@gmail.com,13-04-2022,TRUE,Male,XYZ Pu College,Hyderabad,Telangana,Grade 8-12,TRUE
4639,Sakshi Santosh Moholkar,moholkarsantoshsakshi@gmail.com,27-10-2022,TRUE,Female,XYZ School Of Engineering,Ahmedabad,Gujarat,Professional,TRUE
4640,Aryan jain,jainaryan@gmail.com,03-06-2022,TRUE,Male,XYZ Pu College,Pune,Maharashtra,Grade 8-12,FALSE
4641,Vaishnavi Ravikiran Mittha,mittharavikiranvaishnavi@gmail.com,14-06-2022,TRUE,Female,XYZ School Of Engineering,Surat,Gujarat,Graduate,FALSE
4642,Ayush Subhash Tripathi,tripathisubhashayush@gmail.com,22-08-2022,FALSE,Male,XYZ School Of Law,Jaipur,Rajasthan,Professional,TRUE
4643,Kulkarni Prajwal Praveen,praveenprajwalkulkarni@gmail.com,30-10-2022,TRUE,Male,XYZ School Of Applied Sciences And Research,Lucknow,Uttar Pradesh,Graduate,TRUE
4644,Muskan Inamdar,inamdarmuskan@gmail.com,30-09-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Kanpur,Uttar Pradesh,Graduate,FALSE
4645,Asmita Katti,kattiasmita@gmail.com,27-02-2022,FALSE,Female,XYZ School Of Engineering,Nagpur,Maharashtra,Graduate,FALSE
4646,Pritesh Lungare,lungarepritesh@gmail.com,19-02-2022,FALSE,Male,XYZ Public School,Visakhapatnam,Andhra Pradesh,Grade 8-12,FALSE
4647,Devika Sureshkumar Jain,jainsureshkumardevika@gmail.com,21-08-2022,FALSE,Female,XYZ School Of Lifeskills,Patna,Bihar,Postgraduate,FALSE
4648,Asmita Seetaramacharya Katti,kattiseetaramacharyaasmita@gmail.com,26-06-2022,TRUE,Female,XYZ School Of Lifeskills,Ludhiana,Punjab,Graduate,TRUE
4649,Shreyas Gandhi,gandhishreyas@gmail.com,27-04-2022,FALSE,Male,XYZ Pu College,Agra,Uttar Pradesh,Grade 8-12,TRUE
4650,Mohammad Fahil Anis Ahmed Shaikh,shaikhahmedanisfahilmohammad@gmail.com,27-04-2022,TRUE,Male,XYZ School Of Law,Lucknow,Uttar Pradesh,Postgraduate,TRUE
4651,Arundhati Arjun Wale,walearjunarundhati@gmail.com,28-05-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Kanpur,Uttar Pradesh,Graduate,FALSE
4652,Hiten Shah,shahhiten@gmail.com,17-07-2022,FALSE,Male,XYZ Pu College,Nagpur,Maharashtra,Graduate,TRUE
4653,Riya Mustare,mustareriya@gmail.com,08-06-2022,TRUE,Female,XYZ School Of Engineering,Visakhapatnam,Andhra Pradesh,Professional,TRUE
4654,Jinesh Jitendra Modi,modijitendrajinesh@gmail.com,08-04-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Patna,Bihar,Others,TRUE
4655,Sanskar Gupta,guptasanskar@gmail.com,29-04-2022,FALSE,Male,XYZ School Of Management Studies,Ludhiana,Punjab,Professional,TRUE
4656,Ashwini Abasaheb Adsule,adsuleabasahebashwini@gmail.com,02-08-2022,FALSE,Female,XYZ School Of Lifeskills,Agra,Uttar Pradesh,Graduate,TRUE
4657,Dhruv Sharma,sharmadhruv@gmail.com,08-05-2022,FALSE,Male,XYZ Pu College,Nashik,Maharashtra,Grade 8-12,TRUE
4658,Sakshi Patil,patilsakshi@gmail.com,15-05-2022,TRUE,Female,XYZ Public School,Meerut,Uttar Pradesh,Grade 6-8,TRUE
4659,Priyanka Dhondappa Jirage,jiragedhondappapriyanka@gmail.com,16-03-2022,TRUE,Female,XYZ Pu College,Rajkot,Gujarat,Grade 8-12,TRUE
4660,Shivani Vyankatesh Udata,udatavyankateshshivani@gmail.com,14-02-2022,TRUE,Female,XYZ Public School,Varanasi,Uttar Pradesh,Grade 6-8,TRUE
4661,Pallavi Pundlik Dudhgundi,dudhgundipundlikpallavi@gmail.com,13-05-2022,TRUE,Female,XYZ School Of Law,Srinagar,Jammu and Kashmir,Postgraduate,TRUE
4662,Pratham Sanjay Javalkoti,javalkotisanjaypratham@gmail.com,13-06-2022,TRUE,Male,XYZ School Of Engineering,Aurangabad,Maharashtra,Postgraduate,TRUE
4663,Gagan Dandi,dandigagan@gmail.com,23-08-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Solapur,Maharashtra,Others,TRUE
4664,Tushar Dubey,dubeytushar@gmail.com,15-08-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Thane,Maharashtra,Others,FALSE
4665,Nikhil Suhas Patil,patilsuhasnikhil@gmail.com,09-08-2022,TRUE,Male,XYZ School Of Law,Bhopal,Madhya Pradesh,Graduate,TRUE
4666,Shruti Mrutyunjay Wadikar,wadikarmrutyunjayshruti@gmail.com,22-04-2022,FALSE,Female,XYZ Public School,Ghaziabad,Uttar Pradesh,Grade 6-8,FALSE
4667,Samruddhi Purwat,purwatsamruddhi@gmail.com,15-02-2022,TRUE,Female,XYZ School Of Commerce,Jalandhar,Punjab,Graduate,TRUE
4668,Sakshi Sushant Belsare,belsaresushantsakshi@gmail.com,24-05-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Vijayawada,Andhra Pradesh,Postgraduate,FALSE
4669,Prince Shingvi,shingviprince@gmail.com,05-09-2022,TRUE,Male,XYZ School Of Commerce,Gwalior,Madhya Pradesh,Professional,FALSE
4670,Afzal Mujawar,mujawarafzal@gmail.com,06-08-2022,FALSE,Male,XYZ Pu College,Dhanbad,Jharkhand,Grade 8-12,FALSE
4671,Gouri Umardand,umardandgouri@gmail.com,02-04-2022,FALSE,Female,XYZ Public School,Amritsar,Punjab,Grade 8-12,TRUE
4672,Suneet Nankani,nankanisuneet@gmail.com,22-09-2022,FALSE,Male,XYZ School Of Architecture,Raipur,Chhattisgarh,Postgraduate,FALSE
4673,Ajay Revanasidha Kumbhar,kumbharrevanasidhaajay@gmail.com,12-06-2022,TRUE,Male,XYZ School Of Law,Allahabad,Uttar Pradesh,Others,FALSE
4674,Harshal Ramchandra Ohal,ohalramchandraharshal@gmail.com,06-07-2022,TRUE,Male,XYZ School Of Applied Sciences And Research,Howrah,West Bengal,Graduate,FALSE
